filename,locality,condition,take,model,ground_truth,transcript,transcript_normalized,wer,cer,entity_hit,fuzzy_score,latency_ms,error
banashankari_noisy_01.wav,banashankari,noisy,1,whisper,मैं बनशंकरी में रहता हूँ,मैं एक्चुली बनशंकुरी में हूँ,मैं एक्चुली बनशंकुरी में हूँ,0.6,0.5833,1,85.71428571428572,1994.9377,
bellandur_noisy_01.wav,bellandur,noisy,1,whisper,बेलंदूर में फ्लैट लेना है,मुझे बेलंदूर में फ्लाट लेना है,मुझे बेलंदूर में फ्लाट लेना है,0.4,0.24,1,100.0,1052.7937,
bommanahalli_whispered_01.wav,bommanahalli,whispered,1,whisper,बोम्मनहल्ली में हूँ मैं,को मन हल्ली में हो मैं आर हूँ,को मन हल्ली में हो मैं आर हूँ,1.5,0.5652,0,72.72727272727273,849.2351,
btm-layout_phone_01.wav,btm-layout,phone,1,whisper,BTM लेआउट से कॉल कर रहा हूँ,बेम्टी लेयाउट से कॉल कर रहा हूँ,बेम्टी लेयाउट से कॉल कर रहा हूँ,0.2857,0.2963,0,58.33333333333333,1013.3538,
electronic-city_noisy_01.wav,electronic-city,noisy,1,whisper,Electronic City में जॉब मिल सकती है क्या,इलेक्ट्रोनिक सिटी में जॉब लुट सकती है जा,इलेक्ट्रोनिक सिटी में जॉब लुट सकती है जा,0.5,0.55,1,94.11764705882352,1220.8804,
hebbal_quiet_01.wav,hebbal,quiet,1,whisper,हेब्बल के पास कोई जॉब है क्या,हेबल के पास कोई जॉब है क्या?,हेबल के पास कोई जॉब है क्या,0.1429,0.069,1,80.0,951.5842,
hsr-layout_phone_01.wav,hsr-layout,phone,1,whisper,भाई HSR लेआउट में आ जाओ,HSR Layout में रहता हूँ भाई,hsr layout में रहता हूँ भाई,0.8333,0.8696,1,100.0,812.5422,
indiranagar_quiet_01.wav,indiranagar,quiet,1,whisper,मेरा घर इंदिरानगर में है,मेरा घर इंद्रानगर में है भाई,मेरा घर इंद्रानगर में है भाई,0.4,0.2083,1,88.88888888888889,936.4681,
jayanagar_quiet_01.wav,jayanagar,quiet,1,whisper,जयनगर में एक रूम ढूंढ रहा हूँ,जैनगर में एक रूम ढूंढ रहा हूँ,जैनगर में एक रूम ढूंढ रहा हूँ,0.1429,0.0345,1,80.0,991.8138,
koramangala_quiet_01.wav,koramangala,quiet,1,whisper,हाँ मैं कोरमंगला में रहता हूँ,हाँ भाई मैं कूरा मंगला में रहता हूँ,हाँ भाई मैं कूरा मंगला में रहता हूँ,0.5,0.2414,1,75.0,1035.8715,
kr-puram_phone_01.wav,kr-puram,phone,1,whisper,KR पुरम में हूँ मैं,केयर पुरम में काम दून रहा हूँ,केयर पुरम में काम दून रहा हूँ,1.0,0.8947,1,88.88888888888889,1011.6905,
majestic_whispered_01.wav,majestic,whispered,1,whisper,मैजेस्टिक बस स्टैंड के पास रहता हूँ,मैं जी स्टिक बस्टांड के पास रहता हूँ,मैं जी स्टिक बस्टांड के पास रहता हूँ,0.5714,0.2,0,66.66666666666667,1186.751,
marathahalli_noisy_01.wav,marathahalli,noisy,1,whisper,भाई मराठाहल्ली में रहता हूँ मैं,मैं मारा धाली में रहता हूँ मैं,मैं मारा धाली में रहता हूँ मैं,0.5,0.2581,0,60.0,1046.8589,
peenya_whispered_01.wav,peenya,whispered,1,whisper,पीन्या में रहता हूँ,मिया मेरा इंतिमून है,मिया मेरा इंतिमून है,1.0,0.7368,0,40.0,1067.7546,
rajajinagar_phone_01.wav,rajajinagar,phone,1,whisper,राजाजीनगर में काम ढूंढ रहा हूँ,राजजी नगर में मैं काम ढून रहा हूँ,राजजी नगर में मैं काम ढून रहा हूँ,0.6667,0.2667,1,88.88888888888889,1367.3363,
sarjapur_whispered_01.wav,sarjapur,whispered,1,whisper,सरजापुर रोड के पास हूँ,सरजापूर रोड के पास हूँ मैं,सरजापूर रोड के पास हूँ मैं,0.4,0.2273,1,85.71428571428572,935.4404,
silk-board_noisy_01.wav,silk-board,noisy,1,whisper,Silk Board के पास हूँ अभी,सिल्फ बोर्ड के पास हुआ अभी मैं,सिल्फ बोर्ड के पास हुआ अभी मैं,0.6667,0.64,1,90.9090909090909,958.0826,
whitefield_quiet_01.wav,whitefield,quiet,1,whisper,मैं Whitefield से हूँ,मैं वाइट फिल्ड से हूँ,मैं वाइट फिल्ड से हूँ,0.5,0.4762,0,72.72727272727273,859.3276,
yelahanka_phone_01.wav,yelahanka,phone,1,whisper,येलहंका एरिया में कोई वेकेंसी है,अनुका एरिया में कोई बैकेंस नहीं है क्या?,अनुका एरिया में कोई बैकेंस नहीं है क्या,0.6667,0.5,0,42.85714285714286,1067.9146,
yeshwantpur_whispered_01.wav,yeshwantpur,whispered,1,whisper,यशवंतपुर स्टेशन के पास,यश्वन्तपूर स्टेशन के पास,यश्वन्तपूर स्टेशन के पास,0.25,0.1818,0,62.5,931.856,
banashankari_noisy_01.wav,banashankari,noisy,1,ai4bharat,मैं बनशंकरी में रहता हूँ,मैं एक्चुअली बनशंकरी में कती हू,मैं एक्चुअली बनशंकरी में कती हू,0.6,0.5417,1,100.0,302.45,
bellandur_noisy_01.wav,bellandur,noisy,1,ai4bharat,बेलंदूर में फ्लैट लेना है,मुझे बैलनदूर में फ्लैट लेना है,मुझे बैलनदूर में फ्लैट लेना है,0.4,0.28,0,71.42857142857143,36.7707,
bommanahalli_whispered_01.wav,bommanahalli,whispered,1,ai4bharat,बोम्मनहल्ली में हूँ मैं,उमन हम्ने में हू मयार,उमन हम्ने में हू मयार,1.0,0.5217,0,44.44444444444444,33.4566,
btm-layout_phone_01.wav,btm-layout,phone,1,ai4bharat,BTM लेआउट से कॉल कर रहा हूँ,बीएमटी लेआउट से कॉल कर रहा हू,बीएमटी लेआउट से कॉल कर रहा हू,0.2857,0.2593,1,83.33333333333334,41.5381,
electronic-city_noisy_01.wav,electronic-city,noisy,1,ai4bharat,Electronic City में जॉब मिल सकती है क्या,इलेक्ट्रॉनमिक सती में जॉब मन सकती है क्या,इलेक्ट्रॉनमिक सती में जॉब मन सकती है क्या,0.375,0.475,1,88.23529411764706,40.6539,
hebbal_quiet_01.wav,hebbal,quiet,1,ai4bharat,हेब्बल के पास कोई जॉब है क्या,हेबल के पास कोई जॉब है क्या,हेबल के पास कोई जॉब है क्या,0.1429,0.069,1,80.0,28.0551,
hsr-layout_phone_01.wav,hsr-layout,phone,1,ai4bharat,भाई HSR लेआउट में आ जाओ,एचएसआर लेआउट में रहता हूं भाई,एचएसआर लेआउट में रहता हूं भाई,0.8333,0.7391,1,100.0,27.6297,
indiranagar_quiet_01.wav,indiranagar,quiet,1,ai4bharat,मेरा घर इंदिरानगर में है,मेरा घर इंदिरा नगर में है भाई,मेरा घर इंदिरा नगर में है भाई,0.6,0.2083,1,88.88888888888889,31.6535,
jayanagar_quiet_01.wav,jayanagar,quiet,1,ai4bharat,जयनगर में एक रूम ढूंढ रहा हूँ,जयानगर में एक रूम ढूँढ रहा हूँ,जयानगर में एक रूम ढूँढ रहा हूँ,0.2857,0.069,1,80.0,23.3205,
koramangala_quiet_01.wav,koramangala,quiet,1,ai4bharat,हाँ मैं कोरमंगला में रहता हूँ,आप भई मैं कोरा मगला में रहता हूँ,आप भई मैं कोरा मगला में रहता हूँ,0.6667,0.2759,1,75.0,25.2271,
kr-puram_phone_01.wav,kr-puram,phone,1,ai4bharat,KR पुरम में हूँ मैं,केयरपुर में में काम दमुद रहा हूँ,केयरपुर में में काम दमुद रहा हूँ,1.2,1.1053,1,77.77777777777779,24.8351,
majestic_whispered_01.wav,majestic,whispered,1,ai4bharat,मैजेस्टिक बस स्टैंड के पास रहता हूँ,ाटिस्टिक बरस्टान के पास पहता हू,ाटिस्टिक बरस्टान के पास पहता हू,0.7143,0.3143,0,58.82352941176471,23.051,
marathahalli_noisy_01.wav,marathahalli,noisy,1,ai4bharat,भाई मराठाहल्ली में रहता हूँ मैं,ई मारा हाली मेरा चस मह,ई मारा हाली मेरा चस मह,1.0,0.5161,0,60.0,22.7107,
peenya_whispered_01.wav,peenya,whispered,1,ai4bharat,पीन्या में रहता हूँ,टेमिया में रहती हूँ मैं,टेमिया में रहती हूँ मैं,0.75,0.4737,0,33.333333333333336,19.5088,
rajajinagar_phone_01.wav,rajajinagar,phone,1,ai4bharat,राजाजीनगर में काम ढूंढ रहा हूँ,राजी नगर में में काम सुन रहा हूँ,राजी नगर में में काम सुन रहा हूँ,0.6667,0.3667,1,82.35294117647058,22.1955,
sarjapur_whispered_01.wav,sarjapur,whispered,1,ai4bharat,सरजापुर रोड के पास हूँ,सर्जापुर रोड के पास हूं मैं,सर्जापुर रोड के पास हूं मैं,0.6,0.2727,1,85.71428571428572,19.9159,
silk-board_noisy_01.wav,silk-board,noisy,1,ai4bharat,Silk Board के पास हूँ अभी,सिल्फ बोर्ड के पास हु भू मे,सिल्फ बोर्ड के पास हु भू मे,0.8333,0.68,1,90.9090909090909,21.6719,
whitefield_quiet_01.wav,whitefield,quiet,1,ai4bharat,मैं Whitefield से हूँ,मैं वाइट फील्स हूँ,मैं वाइट फील्स हूँ,0.5,0.5714,0,72.72727272727273,16.7791,
yelahanka_phone_01.wav,yelahanka,phone,1,ai4bharat,येलहंका एरिया में कोई वेकेंसी है,उनका एरिया में तो ातंसी है क्या,उनका एरिया में तो ातंसी है क्या,0.6667,0.5,0,44.44444444444444,21.0193,
yeshwantpur_whispered_01.wav,yeshwantpur,whispered,1,ai4bharat,यशवंतपुर स्टेशन के पास,यशवंतपुर स्टेशन के पास,यशवंतपुर स्टेशन के पास,0.0,0.0,1,100.0,26.1446,
